subject_id,subject_name,card_id,answer,old_level,new_level,policy
de04da1c-9820-4e61-ae6b-bc7ed07eeb93,Addition 0-10,d3bc07d4-97ca-4730-9273-0540942bde42,0,1,1,single_level
de04da1c-9820-4e61-ae6b-bc7ed07eeb93,Addition 0-10,40837c6c-e46c-4e65-9a8b-def6626310d3,1,1,1,single_level
de04da1c-9820-4e61-ae6b-bc7ed07eeb93,Addition 0-10,fa6178df-dc7c-4c34-a2cc-fe8e9299244f,10,1,1,single_level
de04da1c-9820-4e61-ae6b-bc7ed07eeb93,Addition 0-10,56465687-cb62-442f-bc86-0ab308d154b9,2,1,1,single_level
de04da1c-9820-4e61-ae6b-bc7ed07eeb93,Addition 0-10,c366a6e0-80ad-466e-832b-fd5d2a991ab6,3,1,1,single_level
de04da1c-9820-4e61-ae6b-bc7ed07eeb93,Addition 0-10,0b7acca6-4ef9-44f8-9c7a-47a4757183cf,4,1,1,single_level
de04da1c-9820-4e61-ae6b-bc7ed07eeb93,Addition 0-10,22955d5a-8931-4f7d-a5b5-fe8cb9bf4224,5,1,1,single_level
de04da1c-9820-4e61-ae6b-bc7ed07eeb93,Addition 0-10,f005148a-736f-47ec-9736-a8ca0786c348,6,1,1,single_level
de04da1c-9820-4e61-ae6b-bc7ed07eeb93,Addition 0-10,d422bb4a-d070-4210-9a6f-2f821ae9fbe6,7,1,1,single_level
de04da1c-9820-4e61-ae6b-bc7ed07eeb93,Addition 0-10,5c7a1dbe-3024-42a4-b7ea-e317d8e86585,8,1,1,single_level
de04da1c-9820-4e61-ae6b-bc7ed07eeb93,Addition 0-10,872e9525-0b8f-455b-8d61-f585e7b69b6f,9,1,1,single_level
5e81da1f-f92c-44d2-b3cd-f921d05425df,Addition 11-20,2007a90c-f7a3-4040-8372-c45aa53a5c1b,11,2,1,single_level
5e81da1f-f92c-44d2-b3cd-f921d05425df,Addition 11-20,d07bdc06-d08b-4b36-baa8-a3cf03f07317,12,2,1,single_level
5e81da1f-f92c-44d2-b3cd-f921d05425df,Addition 11-20,1a0da530-e78e-476b-820e-ae875bc5167d,13,2,1,single_level
5e81da1f-f92c-44d2-b3cd-f921d05425df,Addition 11-20,95698279-794f-43b7-822e-d513659f8e2d,14,2,1,single_level
5e81da1f-f92c-44d2-b3cd-f921d05425df,Addition 11-20,c73ee789-fb19-4128-9b1f-a3790cf301cc,15,2,1,single_level
5e81da1f-f92c-44d2-b3cd-f921d05425df,Addition 11-20,03e34a88-d11b-4531-b458-f716dd266ba6,16,2,1,single_level
5e81da1f-f92c-44d2-b3cd-f921d05425df,Addition 11-20,e34dbb83-a036-44a0-898d-97c9e543cadf,17,2,1,single_level
5e81da1f-f92c-44d2-b3cd-f921d05425df,Addition 11-20,d72bfd82-db80-497e-8ca2-5dbf89d2348b,18,2,1,single_level
5e81da1f-f92c-44d2-b3cd-f921d05425df,Addition 11-20,10b9b7d0-4c37-492a-8c4b-51eb51d707b7,19,2,1,single_level
5e81da1f-f92c-44d2-b3cd-f921d05425df,Addition 11-20,47182958-a02f-4c00-b4bf-5f9eac60815a,20,2,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,2860771e-fc08-40d7-8786-02a6958d48e8,ا,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,08ab57f1-7952-44cc-be0e-3ad04aca396a,ب,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,815480c0-609e-4b41-abee-1b89ae2e968f,ت,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,3ed75f0c-69d6-41cd-bc8b-33e08bfb4531,ث,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,d2d221a6-7fe5-424f-812b-3989487b9d4b,ج,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,0f8c429b-395e-4985-a7de-61f68a596cc4,ح,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,56cc5c7f-b99e-451f-95ec-eacf57aa6327,خ,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,79b15305-3329-4c16-9f69-40cb44ee986a,د,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,cbe6b009-6600-4cd4-abdd-965879a0a40a,ذ,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,86778a80-f6a9-4b23-b85d-c737bf77d64c,ر,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,71d6f1a1-b388-400f-b2e3-395af54ea3af,ز,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,2fe69670-0702-42b6-bd17-e188c8babb21,س,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,2a3f6be0-91fa-4ea9-a714-3d622b22dd08,ش,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,e88ca88a-f22f-4473-8098-d3c30eb0b78e,ص,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,df0ad81a-bcfb-43aa-acb2-6c3c1ec02f14,ض,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,6cf38bc7-7b09-4d8b-a4ad-72b736eba15e,ط,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,14e907c8-dfc8-4c99-ac14-d12b8eb223ef,ظ,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,938a4a60-902d-4d66-8544-f5be07ad393a,ع,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,58309992-65cd-48bd-a8d5-71d3a4380f5e,غ,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,1edab382-93c2-432b-ba7e-749d6bd7acc6,ف,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,d68d3265-ade5-45d5-a3ac-ecf4af63c857,ق,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,db362ecd-2660-4886-afd4-1fd7f4b8adc5,ك,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,337390b2-b429-40bc-8424-236089a90c3b,ل,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,b3a079fe-a5a5-4f97-acf9-e15dc77f59d0,م,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,cb399c24-28d4-47ff-affb-624db2086427,ن,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,311014b6-dc4e-4f59-a609-e749458bc2ba,ه,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,b4df12ec-f710-4849-aa02-1fee01dabeef,و,1,1,single_level
4f24f604-ae85-40d0-9a96-6816bf26b7bf,Arabic Alphabet,e8519426-a41e-4c14-9a3a-28097b0ed2b6,ي,1,1,single_level
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,51bd807f-31ba-48e5-a033-a2a2c220ec4a,Art Deco Architectural Style,4,1,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,99d76bc6-c682-4275-b6bc-0879aee94374,Baroque Architecture,12,2,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,bd129ac2-cabe-4e1d-befa-0b4f0dd09c5c,Bauhaus Architectural Style,8,2,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,ba1cc2fd-74b1-4ea5-acec-bb07b8fb0669,Beaux-Art Architecture,13,3,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,4c0be5b0-3bef-4dfa-a2cb-7557d4703f4d,Brutalist Architecture,6,1,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,a87bcad3-e785-49a1-a8ef-b2517b11d783,Byzantine Architecture,6,1,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,68b6eb4b-f6f3-4822-b6c7-3abae5db6bb3,Classical Architecture,2,1,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,e4f19de9-3145-4af9-a980-64a2f414426a,Colonial Architecture,15,3,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,407140bc-d4a6-405c-a3f2-eea278c42766,Contemporary Architecture,1,1,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,5d20d0eb-349a-4dcd-8a5c-28025a3ac702,Deconstructivism Architectural Styles,5,1,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,365c5815-7b5f-41b6-acd6-2165a92c2af5,Eclectic Architecture,18,3,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,157e853e-7063-46ad-bb48-572fcf0891c4,Expressionist Architecture,10,2,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,94d82eac-ebbb-4d1d-8de5-cdfd0558ae9e,Federal Architecture,14,3,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,5251ce0b-0d71-41c7-9f12-45c02dc6db66,Futurist Architecture,15,3,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,44d738a6-98dc-442d-b108-9406d4e437e5,Georgian Architecture,4,1,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,8221e6e1-257c-4eac-b668-bcdc7f879122,Gothic Architectural Styles,3,1,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,c35cd47d-3945-46f8-ba8f-5a1aae0f659c,Gothic Revival Architectural Styles,7,2,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,b6e8fea5-0d7c-4fce-a057-e684c5720d47,Greek Revival Architecture,11,2,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,578bd4e2-da3c-4bad-b623-15d88a1f4ad9,Hawaiian Architecture,17,3,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,50bba4fd-04f9-41a6-bac4-b9ae9987485c,Indo-Saracenic Architecture,16,3,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,9ddb1da0-f166-47d1-a54c-4f7952dbf399,International Architecture Style,9,2,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,6a3a44e9-bb1d-41d5-8cee-4906a1350714,Islamic Architecture,10,2,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,71f1a341-1317-470d-acca-ccff2b87d0bc,Italiante Architecture,13,3,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,50ecaeab-5f8a-4415-895c-d41bcf628813,Medieval Architecture,11,2,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,3925d45a-770e-4c31-9237-f1089869987e,Modern Architectural Styles,3,1,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,5e8deab7-8955-4aa4-a257-81b44f15da7c,Neo-Futurism,14,3,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,405b4f8d-70ef-4240-8e9f-d90905c71701,Neoclassical Architecture,7,2,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,1965c221-72cf-4265-856e-859c94c371ad,Queen Anne Style Architecture,9,2,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,5563402e-a357-4e81-ba3d-4b065e553cbc,Renaissance Architectural Styles,5,1,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,5bf58bdb-04f4-47af-bb4a-a2e9b72b94d5,Rococo Architecture,17,3,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,b94a2164-0993-45cb-b62b-7fd3813a74f8,Romanesque Architecture,8,2,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,115c88b1-2b35-4ad9-9dc0-9c03f98e7a57,Sustainable Architecture,16,3,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,72122762-8bbd-4c56-8f0b-949e46d7fdf5,Tudor Architecture,12,2,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,ece67cd8-622e-4fe3-8c8a-20165e064f9c,Vernacular Architecture,2,1,quantized_existing_order
a3f500b9-a631-4e63-bdfb-ce5e53156163,Architectural Styles,4a5dea36-0d50-4e66-8431-e813a8f14866,Victorian Architecture,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,cd9c2d65-3def-4712-8531-1773cf59cf8e,Atlas,4,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,6e7c09a5-d41c-4a1a-adc5-1da3e8ef2b63,Axis,4,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,fc550847-080b-4e5c-8c78-3029615d63c6,Calcaneus,8,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,dbdd72cc-0539-4617-a6d4-f598d6043b41,Capitate bone,6,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,fdd8ca5f-141a-4f3f-87fa-00fd1ae6385c,Carpals,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,d836f29b-bf4a-44f7-b568-a2eec373dd93,Cervical vertebrae,4,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,9a84dfbf-5a37-4276-9c42-abaacf8eb717,Clavicle,5,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,dc797017-48e9-49e4-aa96-eb88c1db7fcb,Coccyx,4,2,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,1a172881-b865-406c-8eac-1e27dc0690d2,Cranial bones,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,dbcb3da5-e195-4056-a4e7-7eafa0ff702f,Cuboid bone,9,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,4e028b9e-9529-434d-b5d4-3ca376544acf,Distal phalanges of foot,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,593bc859-9102-40a8-8bd4-07b490504d5a,Distal phalanges of hand,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,9aa70a07-1a2c-44a8-b82a-f38e49fd5f72,Ethmoid bone,2,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,d7c886ca-cc71-4d81-9860-87bd7f19c45c,Facial bones,1,1,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,04a79ca5-ec1c-41ad-acd0-868eb8d1cf09,Femur,7,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,f1cbfdd0-8c27-473d-8fde-d46236d466ae,Fibula,8,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,922d80ec-8b05-4d8b-be2d-9519af773180,Fifth metacarpal bone,7,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,f2861993-dc8a-49fb-aff3-dba63f208851,Fifth metatarsal bone,9,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,7586b16b-5938-4a16-ba88-b54324ef61a2,First metacarpal bone,7,3,quantized_existing_order
25fff407-d9d1-4e29-a176-41ce01157c63,Bones of the Human Skeleton,fcd92b5f-4dc7-46eb-a240-1665a172c4db,First metatarsal bone,9,3,quantized_existing_order
